Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
1864479, 268.855, 114.124, 460.755, 641.539
1865896, 262.940, 110.508, 434.592, 605.197
1867219, 256.736, 106.102, 396.174, 536.676
1868541, 254.794, 100.847, 374.043, 543.538
1869958, 248.586, 99.605, 351.293, 491.872
1871281, 247.564, 93.842, 319.338, 521.252
1872698, 250.423, 95.763, 327.973, 486.842
1874020, 244.623, 91.356, 433.402, 788.175
1881860, 276.758, 121.977, 519.286, 738.641
1883182, 269.148, 121.130, 475.698, 659.427
1884599, 268.711, 113.729, 423.526, 635.610
1885922, 262.764, 108.475, 395.243, 588.075
1887244, 256.290, 104.520, 359.049, 523.718
1888567, 251.147, 100.678, 332.006, 474.550
1889890, 242.176, 94.802, 309.514, 439.907
1891307, 238.218, 93.164, 291.934, 423.618
1892629, 224.160, 90.169, 286.660, 442.139
1894047, 234.326, 90.847, 279.679, 405.130
1895370, 228.887, 83.729, 265.977, 398.301
1896787, 227.972, 86.893, 250.414, 360.293
1898109, 221.603, 84.463, 243.382, 358.394
1899432, 219.481, 80.847, 255.791, 499.167
1901509, 242.146, 93.729, 900.776, 1141.139
1903682, 305.395, 157.345, 737.280, 1002.332
1904910, 298.497, 145.763, 659.255, 903.598
1906138, 291.813, 137.966, 606.567, 795.137
1907367, 283.769, 129.096, 546.794, 689.607
1908689, 274.333, 118.588, 480.041, 688.341
1909917, 271.280, 115.085, 477.404, 674.917
1911240, 268.127, 117.345, 479.214, 683.111
1912467, 265.884, 115.480, 451.965, 684.344
1913885, 269.754, 119.435, 483.092, 725.816
1915208, 269.951, 115.932, 469.803, 711.459
1916624, 261.171, 127.966, 547.415, 736.376
1917947, 272.237, 117.458, 496.794, 707.095
1919269, 268.057, 119.944, 499.328, 685.976
1920686, 268.645, 117.571, 459.307, 660.526
1922009, 264.290, 113.333, 441.158, 618.954
1923425, 257.665, 110.226, 418.045, 599.867
1924748, 252.356, 106.554, 390.331, 555.696
1926165, 252.831, 102.260, 358.170, 531.779
1927487, 245.194, 97.232, 323.526, 416.023
1928810, 196.722, 85.876, 280.248, 404.497
1930132, 232.255, 91.412, 291.624, 381.279
1931455, 220.924, 82.147, 278.128, 383.078
1932873, 221.335, 83.051, 237.642, 313.458
1934195, 193.154, 64.859, 184.798, 328.614
1935612, 202.157, 63.898, 232.730, 363.458
1936934, 217.050, 88.079, 275.078, 359.993
1938351, 214.729, 81.017, 212.254, 315.856
1939674, 203.403, 81.412, 237.642, 290.506
1940996, 200.090, 78.475, 242.244, 301.233
1942413, 193.643, 69.661, 188.108, 277.915
1943736, 199.857, 74.915, 217.373, 328.248
1945152, 214.063, 82.316, 246.381, 353.264
1946475, 215.438, 78.983, 239.710, 348.068
1947893, 214.953, 76.836, 190.848, 241.073
1949215, 190.634, 76.723, 213.754, 316.656
1950538, 204.431, 81.638, 282.213, 428.581
1951955, 232.736, 84.802, 292.813, 422.019
1953277, 221.488, 89.266, 279.938, 461.159
1954694, 227.969, 91.695, 237.073, 289.640
1956017, 205.636, 85.141, 233.144, 346.269
1957433, 208.125, 80.734, 255.016, 307.928
1958662, 209.831, 83.898, 230.093, 335.843
1959890, 214.962, 74.746, 211.065, 312.225
1961118, 216.155, 76.949, 224.664, 310.993
1962345, 207.078, 79.887, 231.334, 340.440
1963574, 223.723, 88.023, 266.649, 354.730
1964802, 216.363, 86.441, 254.809, 336.942
1966030, 213.991, 82.938, 241.934, 341.872
1967258, 217.494, 79.774, 257.756, 321.619
1968675, 201.583, 78.983, 210.393, 311.359
1969998, 223.707, 77.966, 227.870, 284.044
1971415, 195.647, 74.802, 260.755, 494.337
1972737, 203.779, 79.096, 224.561, 250.033
1974154, 207.750, 71.469, 212.565, 265.556
1975477, 198.572, 68.249, 165.926, 252.365
1976799, 191.193, 73.842, 197.932, 315.123
1978216, 209.101, 73.955, 193.744, 287.608
1979539, 181.422, 77.571, 214.168, 271.652
1980955, 203.204, 75.198, 198.294, 266.522
1982279, 201.911, 77.627, 
