Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4, 5 for all
1 pass.
2 pass
3 pass
4 pass.
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
1595916, 27.132, 25.853, 19.277, 26.189
1597236, 27.117, 25.849, 20.073, 34.432
1598556, 27.129, 25.404, 22.133, 32.969
1599877, 27.112, 25.412, 22.036, 32.363
1601197, 27.105, 25.417, 21.968, 31.947
1602517, 27.092, 25.418, 21.915, 31.598
1603932, 27.080, 25.419, 21.867, 31.305
1605346, 27.056, 25.411, 21.824, 31.071
1606762, 27.045, 25.409, 21.792, 30.876
1608176, 27.038, 25.420, 17.776, 28.653
1609591, 27.225, 25.428, 18.080, 28.677
1611005, 27.206, 25.424, 18.167, 28.639
1612419, 27.191, 25.419, 18.209, 28.592
1613834, 27.179, 25.415, 18.233, 28.539
1615154, 27.159, 25.414, 18.248, 28.495
1616475, 27.151, 25.409, 18.259, 28.438
1617889, 27.136, 25.406, 18.267, 28.397
1619209, 27.124, 25.348, 19.965, 32.414
1620530, 27.079, 25.274, 20.030, 32.023
1621850, 27.068, 25.273, 19.999, 31.793
1623170, 27.057, 25.271, 19.975, 31.615
1624491, 27.047, 25.269, 19.959, 31.465
1625811, 27.038, 25.267, 19.943, 31.335
1627131, 27.030, 25.262, 19.927, 31.202
1628452, 27.017, 25.258, 19.916, 30.670
1629772, 27.151, 25.282, 16.770, 28.402
1631092, 27.147, 25.279, 16.915, 28.429
1632413, 27.090, 25.214, 16.945, 28.355
1633733, 27.075, 25.212, 16.977, 28.345
1635053, 27.064, 25.209, 17.002, 28.325
1636374, 27.054, 25.204, 17.016, 28.302
1637694, 27.041, 25.203, 17.032, 28.279
1639013, 27.032, 25.199, 17.042, 28.255
1640334, 27.021, 25.196, 17.051, 28.050
1641654, 28.910, 22.177, 25.183, 21.193
1642975, 29.218, 23.310, 24.602, 23.764
1644295, 28.043, 23.877, 24.103, 23.075
1645615, 27.174, 25.534, 22.938, 23.081
1646936, 26.237, 25.190, 23.201, 24.433
1648256, 26.633, 24.049, 17.939, 27.262
1649576, 26.824, 23.181, 16.482, 30.118
1650897, 27.229, 24.685, 18.082, 27.537
1652217, 26.745, 24.687, 18.171, 27.470
1653537, 26.749, 24.679, 18.202, 27.417
1654858, 26.743, 24.678, 18.223, 27.375
1656178, 26.739, 24.676, 18.233, 27.340
1657498, 26.729, 23.941, 21.430, 24.336
1658819, 27.615, 24.163, 18.635, 27.543
1660139, 26.727, 24.695, 19.132, 26.404
1661364, 26.804, 24.588, 19.367, 25.891
1662685, 26.923, 24.586, 19.518, 25.876
1664005, 26.788, 24.596, 19.496, 25.865
1665325, 26.736, 24.572, 19.458, 25.889
1666740, 26.685, 24.617, 19.496, 26.026
1668154, 26.671, 24.605, 19.487, 26.037
1669570, 26.661, 24.553, 19.444, 25.841
1670984, 26.553, 24.509, 19.429, 25.734
1672398, 26.503, 24.554, 19.442, 25.857
1673813, 26.559, 24.566, 19.433, 25.776
1675227, 26.522, 24.556, 19.423, 25.766
1676642, 26.511, 24.553, 19.414, 25.833
1678057, 26.540, 24.567, 19.410, 25.827
1679471, 26.533, 24.562, 19.404, 25.815
1680886, 26.527, 24.572, 19.409, 25.839
1682300, 26.560, 24.613, 19.410, 25.834
1683621, 26.551, 24.604, 19.404, 25.826
1684941, 26.524, 24.566, 19.398, 25.827
1686261, 26.532, 24.586, 19.394, 25.802
1687582, 26.529, 24.599, 19.394, 25.804
1688902, 26.527, 24.592, 19.388, 25.795
1690222, 26.517, 24.573, 19.375, 25.777
1691543, 26.507, 24.575, 19.376, 25.770
1692768, 26.507, 24.588, 23.637, 33.808
1694088, 33.895, 31.939, 28.534, 32.930
1695314, 33.409, 31.585, 28.221, 32.557
1696635, 33.141, 31.349, 28.036, 32.308
1697955, 32.951, 31.175, 27.886, 32.116
1699275, 32.804, 31.050, 27.801, 31.940
1700596, 32.641, 30.885, 27.660, 31.800
1701916, 32.528, 30.802, 27.587, 31.692
1703236, 32.438, 30.732, 27.520, 31.596
1704557, 32.356, 30.670, 27.464, 31.504
1705877, 32.278, 30.612, 27.400, 31.363
1707197, 32.213, 30.559, 27.362, 31.329
1708517, 32.165, 31.066, 23.891, 38.955
1709743, 24.204, 38.652, 12.479, 50.775
1711063, 18.382, 41.055, 10.648, 48.097
1712289, 18.649, 40.678, 10.350, 47.769
1713610, 18.649, 40.297, 10.424, 46.964
1714930, 18.611, 38.485, 16.886, 28.180
1716250, 29.755, 26.605, 24.339, 24.471
1717571, 30.122, 27.645, 23.888, 26.073
1718891, 30.098, 28.211, 23.720, 26.327
1720211, 29.984, 28.283, 23.613, 26.386
1721532, 29.896, 28.312, 23.542, 26.435
1722851, 29.833, 28.348, 23.480, 25.995
1724171, 29.543, 28.019, 23.178, 25.506
1725491, 29.403, 28.005, 23.143, 25.468
1726718, 29.290, 27.961, 23.063, 25.448
1728038, 29.261, 27.969, 23.035, 25.463
1729358, 29.213, 28.079, 22.842, 26.411
1730773, 29.074, 28.253, 22.921, 26.506
1732187, 29.061, 28.229, 22.888, 26.339
1733602, 28.974, 28.176, 22.869, 26.331
1735017, 28.970, 28.176, 22.853, 26.198
1736337, 28.884, 28.109, 22.824, 26.594
1737752, 28.774, 28.544, 21.038, 33.055
1739166, 22.543, 35.840, 12.106, 43.386
1740580, 20.225, 37.286, 11.419, 45.099
1741995, 18.932, 39.243, 10.147, 47.195
1743409, 18.337, 39.575, 10.040, 47.021
1744824, 18.287, 39.366, 10.106, 46.545
1746239, 20.863, 31.530, 18.038, 24.957
1747653, 30.962, 26.106, 22.891, 24.359
1749068, 29.891, 26.517, 22.673, 24.633
1750388, 30.153, 26.820, 22.735, 24.865
1751708, 30.056, 26.898, 22.617, 24.901
1753029, 29.953, 26.947, 22.542, 24.975
1754349, 29.803, 26.837, 22.249, 24.758
1755574, 29.711, 27.076, 22.402, 25.329
1756895, 29.774, 27.158, 22.384, 25.437
1758121, 29.748, 27.196, 22.356, 25.530
1759441, 29.721, 27.199, 22.318, 25.458
1760761, 29.637, 27.158, 22.215, 24.632
1762082, 29.217, 26.872, 21.998, 24.498
1763402, 29.156, 26.891, 21.989, 24.677
1764722, 29.146, 27.199, 20.810, 32.605
1766042, 21.930, 35.255, 12.143, 42.766
1767363, 19.101, 38.064, 10.427, 46.220
1768683, 17.924, 39.471, 9.579, 47.236
1770003, 17.830, 39.269, 9.664, 38.888
1771324, 24.844, 30.577, 20.329, 22.106
1772549, 29.460, 26.045, 23.150, 23.459
1773869, 29.182, 26.471, 22.838, 23.722
1775095, 29.452, 26.677, 22.955, 24.414
1776416, 29.540, 26.839, 22.855, 24.572
1777736, 29.415, 26.895, 22.766, 24.626
1779056, 29.348, 26.924, 22.706, 24.672
1780376, 29.299, 26.943, 22.646, 24.387
1781697, 28.949, 26.735, 22.346, 24.001
1783017, 28.812, 26.745, 22.329, 24.054
1784337, 28.796, 26.747, 22.236, 24.074
1785656, 28.612, 26.831, 22.179, 24.130
1786977, 28.604, 26.868, 22.216, 24.347
1788297, 28.694, 26.940, 22.250, 24.439
1789523, 28.323, 28.079, 19.860, 30.384
1790844, 22.776, 34.968, 11.394, 44.041
1792070, 18.598, 37.905, 10.099, 45.798
1793390, 17.905, 38.809, 9.672, 46.512
1794805, 17.723, 38.835, 9.661, 46.359
1796219, 17.701, 38.794, 10.696, 31.137
1797633, 25.057, 29.856, 23.256, 21.141
1799048, 29.633, 25.333, 23.910, 23.209
1800462, 29.438, 25.742, 23.854, 23.881
1801782, 29.748, 25.919, 23.813, 23.547
1803198, 29.646, 25.988, 23.712, 23.656
1804612, 29.568, 26.037, 23.625, 23.733
1806026, 29.509, 26.085, 23.524, 23.447
1807441, 29.135, 25.957, 23.293, 23.495
1808761, 29.077, 25.977, 23.269, 23.532
1810175, 29.048, 25.994, 23.215, 23.530
1811590, 28.985, 25.995, 23.187, 23.471
1813004, 28.956, 26.027, 23.160, 23.496
1814419, 28.894, 26.007, 23.082, 23.467
1815834, 28.634, 26.353, 21.953, 25.675
1817248, 27.770, 27.656, 18.461, 34.033
1818474, 21.096, 34.903, 10.351, 44.679
1819795, 18.222, 37.821, 9.542, 46.847
1821020, 17.255, 38.805, 9.237, 46.910
1822340, 17.332, 38.739, 9.234, 46.722
1823566, 17.355, 38.627, 11.050, 29.161
1824886, 25.147, 25.895, 22.187, 23.392
1826207, 29.529, 25.120, 21.453, 24.372
1827527, 29.682, 25.590, 21.453, 24.809
1828847, 29.605, 25.761, 21.329, 24.940
1830168, 29.477, 25.827, 21.242, 24.982
1831488, 29.387, 25.868, 21.172, 25.013
1832808, 29.339, 25.804, 20.962, 24.538
1834127, 29.066, 25.739, 20.906, 24.383
1835353, 28.836, 25.685, 20.807, 24.214
1836674, 28.753, 25.723, 20.812, 24.318
1837900, 28.733, 25.727, 20.780, 24.357
1839220, 28.726, 25.776, 20.785, 24.381
1840446, 28.708, 25.787, 20.771, 24.401
1841765, 28.690, 25.797, 20.757, 24.418
1843086, 28.678, 25.809, 20.756, 24.459
1844406, 28.689, 25.856, 20.754, 24.489
1845726, 28.666, 25.857, 20.744, 24.520
1847047, 28.672, 25.865, 20.738, 24.533
1848367, 28.666, 25.873, 20.725, 24.524
1849687, 28.656, 25.890, 20.726, 24.559
1851007, 28.648, 25.892, 20.721, 24.573
1852234, 28.629, 25.860, 20.700, 24.595
1853554, 28.645, 25.891, 20.687, 24.507
1854780, 28.562, 25.855, 20.680, 24.516
1856195, 28.553, 25.863, 20.673, 24.522
1857515, 28.542, 25.864, 20.666, 24.528
1858929, 28.530, 25.868, 20.661, 24.536
1860344, 28.523, 25.872, 20.659, 24.543
1861758, 28.512, 25.871, 20.651, 24.546
1863172, 28.502, 25.874, 20.645, 24.551
1864493, 28.492, 25.877, 20.641, 24.553
1865907, 28.482, 25.876, 20.634, 24.555
1867321, 28.471, 25.880, 20.629, 24.560
1868737, 28.462, 25.882, 20.626, 24.563
1870151, 28.453, 25.882, 20.620, 24.566
1871471, 28.447, 25.903, 20.628, 24.610
1872886, 28.442, 25.893, 20.615, 24.624
1874206, 28.483, 25.942, 20.622, 24.620
1875620, 28.467, 25.937, 20.616, 24.632
1877035, 28.457, 25.933, 20.612, 24.631
1878355, 28.444, 25.931, 20.607, 24.620
1879676, 28.445, 25.935, 20.607, 24.639
1880996, 28.444, 25.938, 20.603, 24.642
1882316, 28.435, 25.939, 20.600, 24.643
1883637, 28.427, 25.937, 20.597, 24.640
1884957, 28.402, 25.257, 24.394, 19.961
1886183, 30.704, 23.819, 23.218, 23.493
1887502, 31.094, 23.908, 22.103, 22.672
1888729, 29.675, 24.354, 24.443, 21.497
1890049, 33.698, 22.121, 23.287, 22.960
1891275, 30.875, 21.099, 27.203, 22.471
1892595, 28.885, 25.451, 22.708, 25.562
1893821, 31.578, 22.909, 23.316, 23.831
1895141, 30.046, 23.792, 23.098, 24.034
1896461, 29.235, 24.565, 22.926, 24.113
1897781, 29.271, 24.556, 22.922, 24.083
1899101, 29.260, 24.553, 22.919, 24.087
1900422, 29.262, 24.544, 22.907, 24.093
1901742, 29.267, 24.552, 22.908, 24.103
1902968, 29.256, 24.550, 22.900, 24.103
1904289, 29.246, 24.547, 22.890, 24.103
1905515, 29.238, 24.541, 22.883, 24.103
1906835, 29.219, 24.540, 22.877, 24.108
1908154, 29.220, 24.552, 22.869, 24.111
1909570, 29.211, 24.554, 22.864, 24.096
1910984, 29.184, 24.545, 22.854, 24.104
1912399, 29.175, 24.536, 22.845, 24.110
1913813, 29.184, 24.559, 22.844, 24.121
1915133, 30.993, 38.915, 42.025, 42.660
1916548, 44.900, 43.113, 40.380, 41.643
1917868, 43.534, 42.286, 39.773, 41.065
1919282, 42.683, 41.761, 39.427, 40.759
1920697, 42.169, 41.406, 39.141, 40.500
1922112, 41.762, 41.125, 38.932, 40.300
1923527, 41.448, 40.903, 38.761, 40.134
1924847, 41.185, 40.707, 38.603, 39.982
1926261, 40.954, 40.538, 38.474, 39.863
1927581, 40.741, 40.372, 38.331, 39.709
1928996, 40.551, 40.236, 38.223, 39.597
1930410, 40.392, 40.108, 38.118, 39.492
1931824, 40.246, 39.994, 38.030, 39.398
1933239, 40.114, 39.898, 37.950, 39.198
1934465, 40.303, 37.063, 43.354, 32.341
1935785, 41.915, 37.421, 41.360, 35.825
1937012, 41.013, 37.396, 41.118, 36.056
1938332, 40.952, 37.454, 41.009, 36.051
1939557, 40.823, 37.438, 40.889, 35.925
1940877, 40.655, 37.392, 40.809, 35.997
1942104, 40.541, 37.608, 37.263, 42.850
1943424, 33.873, 44.616, 28.057, 48.558
1944650, 30.674, 45.851, 24.964, 52.692
1945970, 28.368, 47.355, 21.482, 56.376
1947291, 26.928, 47.783, 20.495, 55.548
1948611, 26.851, 47.438, 20.165, 55.743
1949931, 29.206, 41.453, 28.612, 34.595
1951252, 40.548, 34.502, 35.432, 35.133
1952572, 39.057, 35.122, 35.469, 35.139
1953797, 39.727, 35.217, 35.383, 35.248
1955117, 39.528, 35.276, 35.259, 35.343
1956344, 39.408, 35.308, 35.164, 35.369
1957664, 39.272, 35.312, 34.941, 35.358
1958984, 38.794, 35.390, 34.868, 35.237
1960398, 38.257, 35.178, 34.476, 34.881
1961719, 38.143, 35.171, 34.417, 35.201
1963133, 37.932, 35.364, 34.294, 35.883
1964547, 37.818, 35.343, 34.255, 35.791
1965868, 37.764, 35.324, 34.220, 35.772
1967282, 37.570, 35.400, 33.948, 36.899
1968602, 36.809, 36.040, 33.063, 37.234
1970017, 35.465, 40.412, 24.354, 51.925
1971337, 26.795, 46.155, 19.759, 54.597
1972751, 25.522, 46.859, 19.326, 54.797
1974167, 25.502, 46.644, 19.353, 54.341
1975487, 25.618, 44.802, 26.408, 38.278
1976901, 32.879, 36.535, 35.569, 32.930
1978221, 38.886, 33.086, 34.345, 34.578
1979636, 39.219, 33.607, 34.417, 34.788
1980956, 39.211, 33.665, 34.271, 34.834
1982370, 39.049, 33.714, 34.164, 34.857
1983785, 38.922, 33.745, 33.963, 34.505
1985105, 38.222, 33.582, 33.617, 34.349
1986519, 38.117, 33.610, 33.572, 34.307
1987839, 38.035, 33.609, 33.504, 34.260
1989254, 37.894, 33.587, 33.461, 34.225
1990480, 37.851, 33.595, 33.435, 34.275
1991800, 37.831, 33.633, 33.413, 34.297
1993026, 37.551, 34.287, 32.197, 36.556
1994346, 34.390, 40.415, 21.706, 52.059
1995571, 25.818, 45.433, 19.595, 54.353
1996892, 24.836, 46.107, 18.836, 54.102
1998212, 24.937, 45.918, 18.960, 48.595
1999532, 30.948, 39.326, 27.407, 34.923
2000852, 38.712, 33.996, 30.523, 35.682
2002079, 36.376, 34.689, 31.113, 35.200
2003399, 37.304, 34.559, 31.802, 32.341
2004625, 38.558, 33.496, 33.431, 32.524
2005944, 38.343, 33.586, 33.271, 32.677
2007170, 38.210, 33.628, 33.162, 32.776
2008490, 38.099, 33.669, 33.076, 32.855
2009717, 38.011, 33.706, 32.711, 33.631
2011037, 36.666, 33.811, 32.116, 33.615
2012263, 36.649, 33.821, 32.099, 33.646
2013582, 36.633, 33.138, 35.569, 32.443
2014902, 36.969, 33.407, 34.487, 32.705
2016318, 36.824, 33.483, 34.341, 32.669
2017732, 36.769, 33.507, 34.232, 33.091
2019052, 40.393, 32.256, 34.714, 33.335
2020466, 37.605, 32.346, 42.489, 24.207
2021787, 36.665, 33.306, 39.352, 30.379
2023201, 36.531, 33.324, 39.106, 30.595
2024521, 34.737, 38.022, 26.597, 44.916
2025935, 27.049, 43.059, 22.562, 48.126
2027256, 26.314, 43.874, 20.719, 51.525
2028670, 24.928, 45.010, 19.403, 52.484
2030084, 24.508, 45.282, 18.984, 52.981
2031405, 24.445, 45.341, 18.802, 53.099
2032819, 24.389, 44.270, 24.526, 37.342
2034139, 32.100, 31.978, 38.983, 31.799
2035553, 37.960, 31.699, 35.740, 32.813
2036874, 38.030, 32.115, 35.761, 32.451
2038289, 38.365, 32.163, 35.657, 32.538
2039703, 38.204, 32.218, 35.543, 32.593
2041024, 38.094, 32.257, 35.461, 32.641
2042438, 38.013, 32.286, 35.341, 32.357
2043758, 37.351, 32.205, 34.948, 32.513
2045173, 37.263, 32.235, 34.910, 32.555
2046493, 37.225, 32.260, 34.886, 32.570
2047813, 37.172, 32.260, 34.850, 32.603
2049038, 37.138, 32.257, 34.808, 32.510
2050358, 37.063, 32.297, 34.815, 32.557
2051679, 37.078, 32.314, 34.785, 32.830
2052999, 36.759, 32.833, 31.545, 39.771
2054319, 28.970, 41.540, 22.137, 51.100
2055545, 23.690, 45.430, 18.363, 53.113
2056865, 23.703, 45.273, 18.284, 53.531
2058092, 23.533, 45.352, 18.227, 52.861
2059412, 26.037, 40.178, 26.604, 37.037
2060637, 31.254, 35.906, 34.368, 31.043
2061957, 36.230, 32.590, 33.576, 32.256
2063183, 36.529, 32.913, 33.782, 31.963
2064504, 36.802, 33.023, 33.653, 32.115
2065730, 36.655, 33.085, 33.565, 32.225
2067050, 36.576, 33.123, 33.494, 32.282
2068275, 36.514, 33.153, 33.433, 32.225
2069689, 36.149, 33.392, 32.981, 32.115
2071105, 35.708, 33.188, 32.930, 32.170
2072425, 35.691, 33.206, 32.911, 32.285
2073839, 35.672, 33.216, 32.891, 32.314
2075159, 35.653, 33.226, 32.871, 32.334
2076574, 35.629, 33.230, 32.846, 32.350
2077894, 35.248, 33.312, 32.299, 33.231
2079308, 35.123, 29.695, 42.403, 28.333
2080722, 34.967, 33.765, 42.434, 29.005
2082043, 34.690, 33.551, 39.352, 29.074
2083457, 34.708, 33.539, 39.225, 29.139
2084777, 34.714, 33.533, 39.128, 29.193
2086191, 34.710, 33.532, 39.050, 29.235
2087512, 34.707, 33.529, 38.982, 29.277
2088926, 34.701, 33.525, 38.922, 29.309
2090246, 34.697, 33.525, 38.866, 29.335
2091661, 34.692, 33.671, 38.817, 29.465
2093076, 34.596, 33.768, 38.683, 29.465
2094396, 34.585, 33.756, 38.622, 29.491
2095810, 34.578, 33.753, 38.577, 29.513
2097131, 34.573, 33.806, 38.579, 29.582
2098545, 34.609, 33.778, 38.525, 29.602
2099865, 34.608, 33.778, 38.492, 29.572
2101279, 34.572, 33.761, 38.458, 29.629
2102694, 34.600, 33.769, 38.432, 29.641
2104014, 34.586, 33.764, 38.402, 29.633
2105334, 34.565, 33.759, 38.381, 29.655
2106560, 34.563, 33.761, 38.358, 29.677
2107880, 34.565, 33.751, 38.333, 29.687
2109106, 34.564, 33.750, 38.303, 29.692
2110426, 34.555, 33.748, 38.286, 31.502
2111652, 51.970, 55.844, 60.351, 52.825
2112972, 53.311, 53.333, 58.330, 51.687
2114198, 52.100, 52.429, 57.422, 51.152
2115518, 51.411, 51.804, 56.733, 50.621
2116744, 50.740, 51.297, 56.220, 50.270
2118064, 50.302, 50.915, 55.821, 49.998
2119290, 49.965, 50.618, 55.485, 49.747
2120610, 49.653, 50.339, 55.192, 49.543
2121836, 49.402, 50.116, 54.938, 49.354
2123157, 49.149, 49.886, 54.694, 49.173
2124571, 48.927, 49.679, 54.474, 49.025
2125891, 49.171, 48.122, 54.295, 48.754
2127305, 50.207, 47.910, 54.505, 47.982
2128626, 49.673, 47.846, 54.237, 48.347
2130040, 48.607, 45.982, 53.707, 48.915
2131360, 52.847, 42.575, 53.545, 48.992
2132774, 50.313, 45.165, 53.050, 50.371
2134189, 50.650, 45.138, 51.312, 50.934
2135509, 49.847, 45.132, 51.257, 50.604
2136923, 47.655, 46.371, 53.199, 47.040
2138243, 47.675, 46.229, 52.912, 47.029
2139658, 47.299, 47.840, 46.625, 59.546
2140978, 39.440, 53.521, 37.772, 64.004
2142392, 36.894, 54.964, 34.129, 65.490
2143807, 36.011, 54.915, 34.004, 61.420
2145128, 42.377, 49.081, 42.625, 43.232
2146542, 47.926, 43.778, 48.328, 46.240
2147862, 47.685, 44.376, 48.373, 47.250
2149276, 47.791, 44.584, 48.247, 47.278
2150597, 47.650, 44.598, 48.143, 47.232
2152011, 47.530, 44.593, 48.066, 47.154
2153331, 47.261, 44.430, 47.684, 46.180
2154651, 46.702, 44.324, 47.488, 46.141
2156066, 46.634, 44.316, 47.469, 44.694
2157386, 47.376, 43.942, 53.957, 43.315
2158800, 46.284, 44.252, 51.661, 43.493
2160120, 46.161, 44.226, 51.502, 43.578
2161534, 46.114, 44.223, 51.317, 43.664
2162855, 46.133, 44.243, 51.251, 43.813
2164175, 45.936, 44.363, 50.833, 45.269
2165401, 44.152, 47.372, 39.012, 59.434
2166721, 36.937, 52.234, 34.310, 62.758
2168041, 35.495, 53.182, 33.326, 63.118
2169266, 34.936, 53.514, 32.767, 63.218
2170587, 34.643, 53.620, 32.443, 62.978
2171813, 37.050, 48.793, 39.572, 47.776
2173133, 47.842, 41.444, 49.191, 43.713
2174359, 46.730, 42.348, 48.841, 44.471
2175679, 46.855, 42.900, 48.948, 45.216
2176904, 46.933, 43.070, 48.787, 45.267
2178224, 46.804, 43.098, 48.673, 45.278
2179450, 46.710, 43.122, 48.577, 45.289
2180865, 46.621, 43.137, 48.500, 45.309
2182185, 46.575, 43.108, 48.056, 44.140
2183599, 45.804, 42.850, 47.833, 44.091
2185013, 45.765, 42.860, 47.807, 44.134
2186333, 45.754, 42.910, 47.835, 44.449
2187748, 45.798, 42.858, 47.722, 43.940
2189068, 45.583, 42.828, 47.678, 43.974
2190483, 45.570, 42.868, 47.670, 44.102
2191802, 45.608, 42.866, 47.638, 43.915
2193217, 47.733, 37.064, 54.384, 42.123
2194538, 44.499, 43.025, 52.716, 41.823
2195858, 44.425, 43.063, 51.597, 46.063
2197272, 40.332, 48.642, 36.380, 58.484
2198592, 34.872, 51.734, 33.552, 61.501
2200006, 33.554, 52.869, 32.080, 61.495
2201327, 33.539, 51.945, 37.047, 48.915
2202741, 40.688, 42.140, 55.058, 41.149
2204061, 45.422, 41.543, 50.976, 41.924
2205381, 45.365, 42.198, 50.727, 43.279
2206795, 45.368, 42.508, 50.519, 43.271
2208116, 45.254, 42.521, 50.364, 43.260
2209530, 45.171, 42.523, 50.241, 43.028
2210850, 44.634, 42.248, 49.428, 42.067
2212264, 44.395, 42.249, 49.353, 42.098
2213584, 44.415, 42.236, 49.309, 42.152
2214999, 44.395, 42.238, 49.270, 42.177
2216319, 44.369, 42.240, 49.238, 42.193
2217639, 44.343, 42.239, 49.203, 42.146
2219053, 44.319, 42.239, 49.169, 42.021
2220373, 44.250, 42.213, 49.110, 42.084
2221788, 44.243, 42.240, 49.073, 43.026
2223014, 42.834, 44.809, 39.790, 53.927
2224334, 36.764, 48.997, 35.145, 58.489
2225560, 34.513, 51.221, 32.222, 60.535
2226880, 33.720, 51.738, 31.691, 61.046
2228105, 33.296, 52.097, 31.152, 61.406
2229425, 33.099, 52.183, 30.982, 61.313
2230651, 33.128, 52.084, 32.246, 51.573
2231972, 39.910, 46.472, 37.963, 42.419
2233198, 49.712, 38.793, 47.990, 42.068
2234423, 45.759, 40.214, 47.623, 42.508
2235649, 45.967, 40.552, 47.855, 42.791
2236969, 46.335, 40.639, 47.719, 42.866
2238383, 46.237, 40.700, 47.620, 42.897
2239703, 46.150, 40.731, 47.539, 42.895
2241118, 45.929, 40.604, 47.024, 42.470
2242438, 45.298, 40.629, 46.969, 42.649
2243852, 45.253, 40.651, 46.932, 42.670
2245172, 45.215, 40.673, 46.926, 42.732
2246492, 45.178, 40.679, 46.872, 42.549
2247906, 45.126, 40.664, 46.806, 42.624
2249227, 44.779, 40.886, 46.308, 43.551
2250642, 44.594, 40.956, 46.146, 44.779
2251961, 43.757, 41.945, 44.250, 45.995
2253376, 42.249, 44.388, 38.126, 54.471
2254696, 35.760, 49.656, 32.437, 59.757
2256111, 33.434, 51.304, 30.609, 61.388
2257431, 32.764, 51.855, 30.255, 61.246
2258751, 34.945, 46.898, 37.286, 44.968
2260165, 50.146, 38.515, 47.470, 41.698
2261485, 45.663, 39.784, 47.357, 43.083
2262900, 46.001, 40.376, 47.256, 43.077
2264220, 45.879, 40.435, 47.138, 43.112
2265634, 45.808, 40.469, 47.054, 43.085
2266954, 46.069, 40.244, 47.019, 41.873
2268274, 46.225, 40.275, 46.965, 41.948
2269595, 46.161, 40.295, 46.723, 41.882
2270915, 45.124, 40.205, 46.364, 42.009
2272329, 45.088, 40.225, 46.340, 42.040
2273649, 45.064, 40.238, 46.314, 42.061
2275063, 45.038, 40.250, 46.293, 42.054
2276383, 44.985, 40.247, 46.262, 42.063
2277798, 44.969, 40.254, 46.228, 41.997
2279118, 44.893, 40.243, 46.169, 41.986
2280438, 44.860, 40.246, 46.154, 41.996
2281664, 44.840, 40.249, 46.140, 42.001
2282889, 44.820, 40.252, 46.123, 42.016
2284115, 44.856, 40.299, 46.135, 42.078
2285341, 44.840, 40.293, 46.118, 42.082
2286661, 44.847, 40.317, 46.108, 42.036
2287887, 44.764, 40.292, 46.102, 42.106
2289207, 44.823, 40.322, 46.089, 42.081
2290433, 44.791, 40.316, 46.075, 42.094
2291753, 44.774, 40.314, 46.063, 42.098
2292979, 44.762, 40.319, 46.053, 42.104
2294393, 44.748, 40.317, 46.042, 42.106
2295714, 44.730, 40.301, 46.010, 42.080
2297128, 44.702, 40.311, 46.011, 42.093
2298448, 44.698, 40.307, 46.000, 42.097
2299768, 44.682, 40.315, 45.994, 42.095
2301183, 44.665, 40.312, 45.983, 42.104
2302503, 44.661, 40.316, 45.973, 42.104
2303917, 44.647, 40.316, 45.962, 42.100
2305237, 44.632, 40.313, 45.949, 42.090
2306652, 44.608, 40.306, 45.938, 42.086
2307972, 44.602, 40.309, 45.931, 42.090
2309386, 44.582, 40.301, 45.918, 42.085
2310706, 44.549, 40.288, 45.908, 42.081
2312027, 44.544, 40.296, 45.898, 42.065
2313441, 44.534, 40.290, 45.878, 42.053
2314761, 44.507, 40.284, 45.873, 42.060
2316175, 44.500, 40.287, 45.870, 42.068
2317495, 44.496, 40.287, 45.860, 42.064
2318911, 44.482, 40.283, 45.849, 42.056
2320231, 44.462, 40.280, 46.629, 55.811
2321550, 62.620, 59.210, 63.248, 63.727
2322870, 60.574, 58.069, 61.888, 62.742
2324191, 59.674, 57.482, 61.094, 62.086
2325605, 59.041, 57.062, 60.520, 61.615
2326925, 58.589, 56.730, 60.070, 61.179
2328341, 58.165, 56.444, 59.726, 60.843
2329661, 57.851, 56.216, 59.447, 60.528
2331075, 57.562, 56.004, 59.208, 60.273
2332395, 57.322, 55.827, 59.013, 60.048
2333716, 57.108, 55.669, 58.823, 59.822
2335130, 56.895, 55.515, 58.653, 59.633
2336450, 56.718, 55.379, 58.496, 59.446
2337864, 56.540, 55.254, 58.361, 59.300
2339090, 56.398, 55.145, 58.237, 59.143
2340410, 56.255, 55.037, 58.122, 59.008
2341636, 56.128, 54.939, 58.013, 58.870
2342956, 56.001, 54.837, 57.911, 58.751
2344182, 55.891, 54.749, 57.813, 58.628
2345502, 55.778, 54.661, 57.721, 58.519
2346729, 55.678, 54.584, 57.644, 58.445
2348049, 55.630, 54.534, 57.575, 58.365
2349368, 55.550, 54.461, 57.496, 58.268
2350688, 55.454, 54.372, 57.390, 58.130
2352104, 55.302, 54.284, 57.324, 58.052
2353423, 55.222, 54.209, 57.243, 57.953
2354838, 55.142, 54.137, 57.160, 57.864
2356159, 55.050, 54.065, 57.101, 57.798
2357573, 54.996, 54.012, 57.032, 57.718
2358893, 54.913, 53.947, 56.982, 61.222
2360213, 62.604, 59.803, 65.202, 64.546
2361533, 61.688, 59.245, 64.403, 64.057
2362853, 61.175, 58.891, 63.866, 63.682
